isoform_id	K	atg_sum	stop_sum	tx_length	covered	n_windows	last_covered	enc_cached	enc_naive	is_nmd	gene_id
ENST00000536602.5	5	1694	2814	1008	1008	10	1008	18606	45360	0	ENSG00000176871.10
ENST00000536681.8	23	17469	16256	3538	2214	46	2214	153582	458298	0	ENSG00000064763.13
ENST00000536691.5	7	3329	3757	1294	1294	14	1294	31245	81522	1	ENSG00000206072.13
ENST00000536761.5	7	1585	3359	1025	1025	14	1025	19587	64575	0	ENSG00000151743.11
ENST00000536790.5	17	9115	10335	2328	2049	34	2049	85695	313497	0	ENSG00000196387.11
ENST00000536819.6	12	6765	6676	1927	1927	24	1927	60618	208116	1	ENSG00000291231.2
ENST00000536835.4	12	10259	6467	2718	1964	24	1964	80955	212112	0	ENSG00000256802.4
ENST00000536859.5	9	3388	6987	2072	2072	18	2072	41289	167832	0	ENSG00000168528.13
ENST00000536889.1	8	3668	4121	1077	1077	16	1077	34371	77544	1	ENSG00000133134.13
ENST00000536937.7	17	7184	10436	2680	2147	34	2541	74412	328491	0	ENSG00000167766.23
ENST00000537042.5	12	7176	7322	1954	1954	24	1954	65022	211032	1	ENSG00000172725.15
ENST00000537087.5	6	1530	2319	662	662	12	662	16137	35748	1	ENSG00000111678.12
ENST00000537098.8	26	23217	19958	4719	3254	52	3254	199176	761436	0	ENSG00000153815.18
ENST00000537171.5	4	1921	2498	1485	1485	8	1485	19020	53460	0	ENSG00000139725.8
ENST00000537178.5	28	25479	21379	5229	3949	56	4895	217011	995148	0	ENSG00000130779.23
ENST00000537194.6	6	2204	3200	1147	1147	12	1147	22824	61938	0	ENSG00000166949.18
ENST00000537257.5	9	2465	5308	976	945	18	945	30714	76545	0	ENSG00000185480.13
ENST00000537274.5	40	36441	26116	5350	3333	80	3333	296994	1199880	0	ENSG00000137693.15
ENST00000537320.6	47	42092	29777	5436	4168	94	5357	341883	1763064	0	ENSG00000041982.18
ENST00000537323.5	17	9344	10916	1910	1910	34	1910	88812	292230	1	ENSG00000101104.14
ENST00000537419.1	7	1681	3288	831	831	14	831	19950	52353	1	ENSG00000134627.12
ENST00000537494.1	21	16833	11842	4344	3877	42	3927	136524	732753	0	ENSG00000204323.6
ENST00000537496.5	4	1213	2379	1188	1188	8	1188	14415	42768	0	ENSG00000139428.13
ENST00000537505.6	36	30684	26387	5909	3508	72	3508	263265	1136592	0	ENSG00000029725.18
ENST00000537591.5	30	22050	16063	4391	2770	60	2770	180489	747900	1	ENSG00000112304.12
ENST00000537619.6	14	9075	7530	1927	1557	28	1557	77040	196182	0	ENSG00000153233.13
ENST00000537686.6	12	7009	8666	3871	2689	24	2689	68052	290412	0	ENSG00000125447.19
ENST00000537725.1	4	1053	1207	598	598	8	598	9939	21528	0	ENSG00000151065.15
ENST00000537763.6	15	9662	8548	2661	1884	30	1884	83616	254340	0	ENSG00000146955.12
ENST00000537820.2	17	12241	11642	2387	2020	34	2020	108372	309060	0	ENSG00000196839.15
ENST00000537851.5	10	4477	5513	1419	1419	20	1419	43401	127710	1	ENSG00000111203.14
ENST00000537898.5	20	14825	13716	3446	2027	40	2027	130098	364860	0	ENSG00000054392.14
ENST00000537947.5	1	449	528	1100	977	2	977	4278	8793	0	ENSG00000214530.11
ENST00000537952.1	15	8689	8091	2147	2086	30	2147	76407	281610	0	ENSG00000135090.15
ENST00000537971.5	27	21260	16081	4284	2450	54	2450	175803	595350	0	ENSG00000011105.15
ENST00000538105.6	8	2710	4361	1041	1041	16	1041	29343	74952	1	ENSG00000100445.19
ENST00000538118.5	25	21411	14379	4694	2724	50	2724	171603	612900	0	ENSG00000060982.16
ENST00000538120.5	8	4455	4223	2472	1655	16	1655	39399	119160	0	ENSG00000130779.23
ENST00000538158.1	13	8365	6732	2632	1835	26	1835	70386	214695	0	ENSG00000166037.12
ENST00000538267.5	9	4484	5179	1553	1272	18	1272	42441	103032	0	ENSG00000165819.13
ENST00000538315.5	16	8287	9299	1715	1369	32	1369	77619	197136	0	ENSG00000061794.14
ENST00000538342.5	10	4434	6682	1532	1532	20	1532	46650	137880	0	ENSG00000178188.17
ENST00000538396.5	3	957	1641	925	925	6	925	10665	24975	0	ENSG00000225663.9
ENST00000538440.6	23	15778	16636	3192	2990	46	3192	144576	618930	0	ENSG00000050820.18
ENST00000538470.2	6	1587	2915	858	858	12	858	18267	46332	0	ENSG00000167986.16
ENST00000538485.6	13	8360	6847	1870	1384	26	1384	70701	161928	0	ENSG00000140025.17
ENST00000538492.5	13	9520	8571	2569	2107	26	2107	82833	246519	0	ENSG00000197562.11
ENST00000538513.6	6	2065	2903	1050	1050	12	1050	21099	56700	0	ENSG00000129194.8
ENST00000538532.6	19	10721	11591	2421	1706	38	1706	99099	291726	0	ENSG00000117602.14
ENST00000538581.6	14	8860	9351	2038	1775	28	1775	81213	223650	0	ENSG00000145020.16
ENST00000538595.1	2	572	919	868	868	4	868	6189	15624	0	ENSG00000133315.13
ENST00000538615.1	9	2265	3237	650	650	18	650	23301	52650	0	ENSG00000121350.17
ENST00000538649.5	12	9114	7774	2067	2067	24	2067	78006	223236	0	ENSG00000130055.15
ENST00000538653.1	3	1391	1235	900	900	6	900	12051	24300	0	ENSG00000137936.19
ENST00000538658.5	14	7690	8765	2084	1439	28	1439	72435	181314	0	ENSG00000166037.12
ENST00000538698.5	29	23352	18358	5097	3221	58	3221	195186	840681	0	ENSG00000175727.16
ENST00000538716.7	9	4818	6352	2202	1635	18	1635	47964	132435	0	ENSG00000168591.17
ENST00000538739.2	7	3649	4955	1873	1873	14	1873	36759	117999	0	ENSG00000110446.13
ENST00000538755.5	4	3307	2309	1949	1949	8	1949	26769	70164	0	ENSG00000111325.17
ENST00000538786.1	13	8082	7166	1920	1920	26	1920	69990	224640	0	ENSG00000184743.14
ENST00000538839.5	17	9935	12043	2957	2283	34	2283	95739	349299	0	ENSG00000159423.18
ENST00000538862.7	3	1178	1560	1144	1144	6	1144	11748	30888	0	ENSG00000111665.13
ENST00000538904.7	24	18020	20901	3903	3127	48	3127	170823	675432	0	ENSG00000142459.10
ENST00000538906.5	10	8585	6645	2865	2865	20	2865	71445	257850	0	ENSG00000167394.14
ENST00000538919.5	3	750	1307	849	849	6	849	8421	22923	0	ENSG00000110200.10
ENST00000538932.6	15	12023	8668	4321	2586	30	2586	98142	349110	0	ENSG00000179195.17
ENST00000539041.5	9	4903	5118	1755	1755	18	1755	44772	142155	0	ENSG00000172594.14
ENST00000539061.6	18	12199	11090	2640	1960	36	1960	106464	317520	1	ENSG00000168014.19
ENST00000539140.6	11	7133	6737	1872	1543	22	1543	63009	152757	0	ENSG00000156171.16
ENST00000539176.1	9	6332	7586	1894	1891	18	1891	60750	153171	1	ENSG00000087448.12
ENST00000539214.5	13	8513	7458	1864	1723	26	1723	73452	201591	0	ENSG00000065154.13
ENST00000539243.6	20	16870	16946	4184	3684	40	4060	152058	663120	0	ENSG00000180448.12
ENST00000539261.6	13	4741	7481	1650	1216	26	1216	50889	142272	0	ENSG00000111341.11
ENST00000539276.7	63	59479	43630	8295	4598	126	4598	487764	2607066	0	ENSG00000174437.19
ENST00000539282.5	9	6227	5908	1811	1782	18	1782	55086	144342	0	ENSG00000060982.16
ENST00000539310.5	24	12834	15454	3037	2424	48	2424	123366	523584	0	ENSG00000102024.20
ENST00000539397.1	30	24195	19543	4046	2711	60	2711	203799	731970	0	ENSG00000135828.12
ENST00000539417.6	4	2448	2451	1471	1459	8	1471	22041	52524	1	ENSG00000129197.16
ENST00000539434.1	7	1310	3252	772	772	14	772	17616	48636	0	ENSG00000111530.14
ENST00000539480.5	13	4863	7839	1743	1074	26	1074	52695	125658	0	ENSG00000115286.22
ENST00000539518.5	1	77	546	732	623	2	623	2100	5607	0	ENSG00000173391.10
ENST00000539560.5	23	15369	13831	2542	2490	46	2542	133707	515430	1	ENSG00000134759.15
ENST00000539627.5	12	4537	6566	1843	1260	24	1260	46920	136080	0	ENSG00000142046.16
ENST00000539637.6	23	15210	15463	2785	2374	46	2374	137649	491418	0	ENSG00000115170.17
ENST00000539683.2	5	2069	2649	1051	1051	10	1051	20361	47295	0	ENSG00000103510.20
ENST00000539716.1	4	834	1895	718	718	8	718	10689	25848	0	ENSG00000167272.12
ENST00000539719.6	8	5180	6699	3187	2012	16	2012	51177	144864	0	ENSG00000160094.16
ENST00000539785.5	12	8143	8180	2289	2289	24	2289	73398	247212	0	ENSG00000186111.12
ENST00000539836.3	11	7553	7401	2469	2469	22	2469	67521	244431	0	ENSG00000167394.14
ENST00000539842.6	5	964	2461	809	809	10	809	13167	36405	0	ENSG00000275896.7
ENST00000539966.6	46	40208	26863	9605	5312	92	5312	321837	2199168	0	ENSG00000102572.16
ENST00000540097.1	13	3287	6691	993	993	26	993	39795	116181	0	ENSG00000139055.7
ENST00000540124.6	12	7665	8049	2356	1822	24	1822	70137	196776	0	ENSG00000171631.17
ENST00000540163.5	31	27376	17907	4243	2535	62	2535	217977	707265	0	ENSG00000076053.13
ENST00000540167.6	22	18012	18074	3342	2745	44	2745	162294	543510	0	ENSG00000003096.16
ENST00000540180.5	6	2549	3283	1652	1591	12	1652	25143	85914	0	ENSG00000120647.11
ENST00000540243.5	32	23428	19405	3845	2512	64	2512	198783	723456	0	ENSG00000143033.19
ENST00000540285.5	16	12838	13102	3330	2911	32	2911	116334	419184	0	ENSG00000150967.20
ENST00000540288.5	35	28273	28107	4469	3798	70	4306	253959	1196370	0	ENSG00000149782.14
ENST00000540351.1	1	339	283	622	622	2	622	2883	5598	0	ENSG00000150991.17
ENST00000540386.5	12	9549	8302	2474	2058	24	2058	82200	222264	1	ENSG00000174669.13
ENST00000540442.5	50	43133	27795	6472	3732	100	3732	342183	1679400	0	ENSG00000115947.15
ENST00000540449.5	21	16395	11572	5580	3146	42	3146	133086	594594	0	ENSG00000059728.12
ENST00000540506.2	5	1301	1370	551	551	10	551	11916	24795	0	ENSG00000111678.12
ENST00000540509.5	24	19633	17335	4406	3668	48	3668	169803	792288	0	ENSG00000114346.15
ENST00000540550.6	12	7502	7228	1935	1429	24	1429	66696	154332	1	ENSG00000123297.21
ENST00000540564.5	38	32659	21757	6861	3918	76	3918	261225	1339956	1	ENSG00000057252.14
ENST00000540567.1	6	2642	3236	1492	1196	12	1196	25560	64584	0	ENSG00000168010.12
ENST00000540578.6	10	4078	5323	1338	1338	20	1338	40437	120420	0	ENSG00000101745.18
ENST00000540579.6	15	10667	12274	2124	2023	30	2023	100824	273105	0	ENSG00000172824.18
ENST00000540606.7	33	25652	21266	5138	3025	66	3025	217710	898425	0	ENSG00000107669.20
ENST00000540617.5	18	10637	12918	2131	2102	36	2102	102576	340524	0	ENSG00000162551.15
ENST00000540618.5	35	26708	21975	5885	3457	70	3457	226173	1088955	0	ENSG00000158161.17
ENST00000540626.5	22	10921	12884	2276	2111	44	2111	104178	417978	0	ENSG00000137497.20
ENST00000540638.6	14	11499	8793	3370	2917	28	3370	95373	367542	0	ENSG00000082397.19
ENST00000540683.1	3	1039	1574	985	985	6	985	10956	26595	0	ENSG00000111665.13
ENST00000540687.6	22	12084	11678	3308	2342	44	2342	107538	463716	0	ENSG00000253352.10
ENST00000540846.6	15	5990	8428	1567	1567	30	1567	61224	211545	0	ENSG00000166949.18
ENST00000540857.6	19	14823	10412	3042	1980	38	1980	120174	338580	0	ENSG00000168004.11
ENST00000540885.1	8	2490	3595	874	874	16	874	25725	62928	0	ENSG00000060237.20
ENST00000540990.5	10	5646	6255	1814	1814	20	1814	52641	163260	0	ENSG00000167535.9
ENST00000541010.5	22	20308	12664	5228	4325	44	4557	159840	856350	0	ENSG00000137094.16
ENST00000541012.5	8	4511	5378	2432	2311	16	2311	43200	166392	1	ENSG00000060339.15
ENST00000541082.2	3	721	2190	1614	1525	6	1525	10896	41175	0	ENSG00000125898.14
ENST00000541179.5	25	17943	17262	3214	2898	50	2962	159444	652050	0	ENSG00000133110.16
ENST00000541210.5	5	1649	2343	936	936	10	936	16923	42120	0	ENSG00000088992.19
ENST00000541212.6	13	6778	7758	2725	1784	26	1784	63942	208728	0	ENSG00000110801.15
ENST00000541252.2	7	4830	5288	2365	2365	14	2365	44844	148995	0	ENSG00000149781.15
ENST00000541279.1	6	1606	2763	764	764	12	764	17925	41256	1	ENSG00000197345.14
ENST00000541292.6	9	4246	5320	1485	1443	18	1443	41436	116883	1	ENSG00000112357.15
ENST00000541363.5	50	44786	26124	8094	4507	100	4507	347088	2028150	0	ENSG00000149948.15
ENST00000541366.1	6	1613	1988	616	616	12	616	15642	33264	0	ENSG00000122218.18
ENST00000541391.3	16	7945	9383	2045	1589	32	1589	75819	228816	0	ENSG00000256268.4
ENST00000541435.6	6	2092	2905	898	898	12	898	21267	48492	0	ENSG00000089327.17
ENST00000541451.5	4	1206	1935	944	944	8	944	13041	33984	0	ENSG00000167964.14
ENST00000541505.5	5	2829	3901	1807	1806	10	1807	28677	81270	0	ENSG00000110446.13
ENST00000541515.3	18	8718	10330	1661	1661	36	1661	83298	269082	0	ENSG00000269955.2
ENST00000541547.5	18	11544	11120	3382	2351	36	2351	102624	380862	0	ENSG00000016402.15
ENST00000541562.6	27	21890	16333	3566	3047	54	3566	180339	740421	0	ENSG00000137411.20
ENST00000541587.6	11	5775	6437	1586	1586	22	1586	53961	157014	0	ENSG00000092036.20
ENST00000541600.5	1	112	446	558	558	2	558	2010	5022	0	ENSG00000116106.13
ENST00000541643.7	49	41447	29754	13937	7473	98	7473	337944	3295593	0	ENSG00000143190.24
ENST00000541648.5	12	5299	6071	1410	1410	24	1410	50007	152280	0	ENSG00000104687.15
ENST00000541669.6	13	7186	8588	2035	1597	26	1597	68880	186849	0	ENSG00000166796.13
ENST00000541682.7	3	943	2264	1694	1254	6	1254	12450	33858	0	ENSG00000179111.9
ENST00000541717.4	18	12107	12290	2363	2363	36	2363	109512	382806	0	ENSG00000165304.9
ENST00000541777.6	32	24953	18385	3743	3211	64	3605	204873	924768	0	ENSG00000167766.23
ENST00000541801.5	22	15500	14790	2629	2529	44	2529	137370	500742	0	ENSG00000121417.15
ENST00000541864.7	22	16501	16768	3767	3482	44	3767	149310	689436	0	ENSG00000124067.18
ENST00000541916.5	56	48937	35960	6328	4443	112	4443	401502	2239272	0	ENSG00000102531.17
ENST00000541922.2	8	2467	4112	936	936	16	936	27138	67392	0	ENSG00000168014.19
ENST00000541932.5	11	7942	8021	2969	2920	22	2969	71715	289080	0	ENSG00000102755.14
ENST00000541941.5	30	22997	16243	3807	2331	60	2331	186711	629370	0	ENSG00000118961.16
ENST00000542104.6	19	14069	10776	3507	2184	38	2184	116742	373464	0	ENSG00000153179.16
ENST00000542214.2	4	775	1897	768	768	8	768	10341	27648	0	ENSG00000114405.12
ENST00000542230.7	13	7477	7141	2332	1658	26	1658	66285	193986	0	ENSG00000142188.18
ENST00000542282.5	18	12018	9896	3302	2250	36	2250	101796	364500	1	ENSG00000176915.15
ENST00000542341.1	9	2853	4106	775	775	18	775	29436	62775	0	ENSG00000149716.14
ENST00000542364.1	6	1909	2863	879	879	12	879	20043	47466	0	ENSG00000139714.13
ENST00000542388.1	10	3543	5426	1720	1720	20	1720	37536	154800	0	ENSG00000029153.16
ENST00000542397.5	5	1174	2427	935	935	10	935	14325	42075	0	ENSG00000185306.14
ENST00000542398.1	38	31615	22262	4529	2797	76	2797	256476	956574	0	ENSG00000082458.13
ENST00000542407.5	19	13020	12731	2979	2044	38	2044	116313	349524	0	ENSG00000163110.16
ENST00000542466.2	5	1497	3138	1500	1441	10	1441	18396	64845	0	ENSG00000255737.2
ENST00000542527.7	24	17722	13337	4469	2805	48	2805	146343	605880	0	ENSG00000185716.13
ENST00000542547.5	21	16140	15792	2782	2283	42	2283	144216	431487	0	ENSG00000107968.11
ENST00000542555.3	5	1078	2132	756	756	10	756	12864	34020	0	ENSG00000162129.16
ENST00000542569.6	53	40478	31777	6761	3718	106	3718	338199	1773486	0	ENSG00000156671.16
ENST00000542583.7	27	23217	18537	4685	3762	54	4036	194913	914166	0	ENSG00000103534.18
ENST00000542638.5	12	9167	6889	2875	1947	24	1947	75669	210276	0	ENSG00000012660.15
ENST00000542639.6	29	25965	18659	5431	3625	58	3625	211767	946125	1	ENSG00000189221.12
ENST00000542677.5	16	12542	9332	3192	2053	32	2053	103248	295632	0	ENSG00000166401.16
ENST00000542754.7	28	18850	15469	4060	2453	56	2453	159507	618156	0	ENSG00000100478.18
ENST00000542794.5	5	2188	2595	1077	1077	10	1077	20913	48465	1	ENSG00000167985.9
ENST00000542841.1	5	1278	2500	836	836	10	836	15168	37620	0	ENSG00000196935.11
ENST00000542869.3	17	13583	10818	2953	1951	34	1951	113952	298503	0	ENSG00000101213.8
ENST00000542920.1	5	1342	1825	670	670	10	670	13527	30150	0	ENSG00000171840.14
ENST00000542934.5	16	9295	10183	1898	1893	32	1893	86319	272592	1	ENSG00000070495.16
ENST00000543010.5	19	12252	12813	3576	2222	38	3576	111951	379962	0	ENSG00000022556.17
ENST00000543086.7	68	60647	47872	9241	5092	136	5092	507498	3116304	0	ENSG00000082805.22
ENST00000543155.6	6	2747	3821	1831	1503	12	1503	27945	81162	0	ENSG00000111652.11
ENST00000543165.1	3	755	832	542	542	6	542	7026	14634	0	ENSG00000135048.15
ENST00000543175.5	10	2619	5408	962	962	20	962	31938	86580	0	ENSG00000187024.16
ENST00000543196.6	32	25548	20867	5207	3130	64	3130	215889	901440	0	ENSG00000139629.17
ENST00000543322.5	16	9177	9437	2029	1602	32	1602	83373	230688	1	ENSG00000049883.16
ENST00000543342.5	10	4500	5310	1599	1599	20	1599	42930	143910	0	ENSG00000118600.14
ENST00000543354.5	25	20444	16569	4082	3506	50	3750	172371	788850	0	ENSG00000136643.13
ENST00000543378.7	17	14608	9760	3697	3006	34	3697	116928	459918	1	ENSG00000185158.14
ENST00000543381.5	14	6815	7634	2073	1810	28	1810	63792	228060	1	ENSG00000151065.15
ENST00000543382.6	19	13360	11696	2504	2504	38	2504	115248	428184	1	ENSG00000126581.14
ENST00000543455.1	9	4487	4951	1483	1158	18	1158	41775	93798	1	ENSG00000166557.15
ENST00000543468.5	32	25551	20317	3722	3061	64	3061	214257	881568	1	ENSG00000151491.15
ENST00000543471.6	8	6334	4572	2292	2232	16	2292	51720	160704	0	ENSG00000196152.11
ENST00000543494.1	3	751	1360	711	711	6	711	8586	19197	0	ENSG00000256514.1
ENST00000543530.1	5	1578	2234	970	970	10	970	16170	43650	0	ENSG00000110237.6
ENST00000543567.5	11	5817	6220	1605	1605	22	1605	53562	158895	1	ENSG00000139192.13
ENST00000543571.6	59	53522	43768	7362	4284	118	4284	452436	2274804	0	ENSG00000131023.14
ENST00000543610.6	5	2684	2586	1363	1363	10	1363	23862	61335	0	ENSG00000196118.13
ENST00000543612.5	26	17333	15814	2965	2965	52	2965	151440	693810	0	ENSG00000151491.15
ENST00000543699.5	9	2778	5095	1001	1001	18	1001	31953	81081	1	ENSG00000110801.15
ENST00000543726.1	7	3804	4507	1779	1779	14	1779	36345	112077	0	ENSG00000172819.18
ENST00000543751.5	18	12375	11926	2400	2400	36	2400	110028	388800	0	ENSG00000165304.9
ENST00000543754.1	8	3127	4105	1378	1378	16	1378	31077	99216	0	ENSG00000177192.15
ENST00000543823.1	9	4704	5243	2229	2033	18	2229	43953	164673	0	ENSG00000142765.19
ENST00000543933.5	2	316	868	592	592	4	592	4500	10656	0	ENSG00000139178.13
ENST00000543942.7	16	13557	9144	4483	2737	32	2737	108774	394128	0	ENSG00000185306.14
ENST00000543965.5	4	2528	2218	2067	1490	8	1490	21822	53640	0	ENSG00000172382.11
ENST00000543987.5	15	10436	10397	2503	1882	30	1882	93807	254070	0	ENSG00000151116.18
ENST00000543990.1	3	749	726	554	554	6	554	6672	14958	0	ENSG00000165714.12
ENST00000544050.1	6	976	2008	514	514	12	514	11880	27756	0	ENSG00000010219.14
ENST00000544052.6	10	5474	6055	2058	2058	20	2058	51009	185220	0	ENSG00000092108.23
ENST00000544060.1	4	1225	2820	1139	1093	8	1119	15810	39348	0	ENSG00000139372.15
ENST00000544088.6	10	5783	7513	1735	1735	20	1735	57237	156150	1	ENSG00000206072.13
ENST00000544117.6	41	35622	24858	7819	4296	82	4296	288306	1585224	0	ENSG00000167528.14
ENST00000544211.5	6	1765	3000	840	840	12	840	19590	45360	0	ENSG00000197614.12
ENST00000544253.1	17	7700	9204	3002	1461	34	1461	73812	223533	0	ENSG00000168876.10
ENST00000544257.5	11	5996	7229	1589	1589	22	1589	57663	157311	1	ENSG00000166532.17
ENST00000544272.1	6	1222	2574	656	656	12	656	15054	35424	0	ENSG00000048028.13
ENST00000544278.2	12	7808	6786	3221	2859	24	3221	67206	308772	0	ENSG00000104852.16
ENST00000544410.1	9	1766	3851	683	683	18	683	22149	55323	0	ENSG00000213022.6
ENST00000544437.6	13	8012	8616	2298	1764	26	1764	73920	206388	0	ENSG00000171631.17
ENST00000544439.5	14	7768	8325	1842	1842	28	1842	71583	232092	0	ENSG00000101955.16
ENST00000544500.5	11	5511	5820	1789	1789	22	1789	50526	177111	0	ENSG00000165819.13
ENST00000544519.1	1	257	322	579	579	2	579	2508	5211	0	ENSG00000110237.6
ENST00000544570.5	15	10952	9246	3119	2722	30	3119	93450	367470	0	ENSG00000186642.16
ENST00000544604.7	22	16699	15077	6872	3974	44	3974	145425	786852	0	ENSG00000183579.17
ENST00000544672.5	12	9026	8912	2634	2634	24	2634	80892	284472	0	ENSG00000204385.14
ENST00000544691.6	10	5336	5481	1507	1507	20	1507	48459	135630	1	ENSG00000100445.19
ENST00000544702.5	5	1649	3631	1569	1501	10	1501	20787	67545	0	ENSG00000139178.13
ENST00000544718.1	5	2566	2770	1678	1255	10	1255	23706	56475	0	ENSG00000177169.11
ENST00000544802.6	16	10944	9340	3622	2958	32	2958	93684	425952	0	ENSG00000293241.2
ENST00000544819.5	6	1993	2384	742	742	12	742	19110	40068	1	ENSG00000175581.15
ENST00000544850.5	10	2723	5359	1057	1057	20	1057	32415	95130	1	ENSG00000111196.12
ENST00000544914.5	14	11112	8096	2854	2681	28	2681	90960	337806	1	ENSG00000181666.20
ENST00000544970.5	7	3361	3722	1471	1471	14	1471	31332	92673	1	ENSG00000121350.17
ENST00000544974.6	44	35485	25625	6605	3835	88	3835	289785	1518660	0	ENSG00000137821.13
ENST00000545031.5	5	2174	2565	1469	1020	10	1020	20739	45900	1	ENSG00000139370.13
ENST00000545135.5	19	15596	10222	4883	3023	38	3023	124242	516933	0	ENSG00000119242.10
ENST00000545182.6	11	6895	8733	2321	2207	22	2207	67569	218493	0	ENSG00000151176.9
ENST00000545208.6	48	36361	25446	5007	3575	96	5007	294504	1544400	0	ENSG00000104067.18
ENST00000545236.5	7	1730	3789	868	837	14	837	21747	52731	1	ENSG00000111196.12
ENST00000545251.6	14	11731	8036	2485	1840	28	1840	94494	231840	0	ENSG00000235750.11
ENST00000545312.1	8	5399	4420	1813	1813	16	1813	45654	130536	0	ENSG00000136040.9
ENST00000545334.5	24	15431	13416	2805	1992	48	1992	132834	430272	0	ENSG00000110841.15
ENST00000545336.5	8	5627	5340	2738	2243	16	2243	49782	161496	0	ENSG00000123106.12
ENST00000545369.2	4	789	2097	966	883	8	883	11025	31788	0	ENSG00000159128.17
ENST00000545392.2	14	8309	7680	1781	1594	28	1594	72894	200844	0	ENSG00000183735.12
ENST00000545398.5	20	14591	12386	3106	2369	40	2369	124704	426420	0	ENSG00000188917.16
ENST00000545450.7	8	5299	4649	2197	2182	16	2197	45741	157104	0	ENSG00000102854.17
ENST00000545612.5	3	2124	1393	1465	1465	6	1465	16923	39555	0	ENSG00000111325.17
ENST00000545616.2	6	2382	3716	1128	1128	12	1128	25440	60912	0	ENSG00000101236.18
ENST00000545653.5	25	21247	15595	4537	3279	50	3279	174267	737775	0	ENSG00000153071.16
ENST00000545682.5	6	1315	3608	1063	1063	12	1063	18714	57402	1	ENSG00000172663.10
ENST00000545797.7	7	4818	5724	2286	2136	14	2136	46080	134568	0	ENSG00000167657.15
ENST00000545805.6	12	6296	7437	1615	1615	24	1615	60087	174420	0	ENSG00000102078.16
ENST00000545869.5	2	499	1173	900	900	4	900	6513	16200	0	ENSG00000071994.11
ENST00000545893.5	6	2976	2863	1527	1527	12	1527	26445	82458	0	ENSG00000108352.13
ENST00000545897.5	26	14863	15397	2807	2007	52	2007	135369	469638	0	ENSG00000158882.16
ENST00000545928.5	22	11691	11997	2246	1535	44	1535	106137	303930	0	ENSG00000203985.12
ENST00000545993.7	12	7969	7185	1958	1958	24	1958	69369	211464	0	ENSG00000110911.18
ENST00000546027.5	21	11908	13106	1951	1708	42	1708	110766	322812	0	ENSG00000166396.14
ENST00000546148.6	22	17196	15340	3756	2578	44	2578	149196	510444	0	ENSG00000176371.15
ENST00000546162.6	12	7690	7037	2943	2009	24	2009	67251	216972	1	ENSG00000291057.2
ENST00000546181.2	3	1099	1685	1036	1036	6	1036	11649	27972	0	ENSG00000089818.18
ENST00000546215.5	12	5847	6934	1597	1344	24	1597	55884	145152	0	ENSG00000073060.18
ENST00000546289.5	1	303	514	917	817	2	817	3360	7353	0	ENSG00000150967.20
ENST00000546355.4	7	5160	4651	2487	1652	14	1652	44913	104076	0	ENSG00000178882.15
ENST00000546360.5	11	5608	6256	1575	1575	22	1575	52416	155925	0	ENSG00000070540.14
ENST00000546361.7	29	19973	24721	4075	3308	58	3308	194001	863388	0	ENSG00000085872.16
ENST00000546390.2	5	2710	3009	1430	1369	10	1369	25287	61605	0	ENSG00000284791.2
ENST00000546395.5	9	3190	4638	952	952	18	952	33054	77112	0	ENSG00000219200.12
ENST00000546531.5	9	3734	5311	1679	1590	18	1590	38337	128790	1	ENSG00000181929.13
ENST00000546604.5	9	2818	5188	1163	1154	18	1154	32472	93474	1	ENSG00000205323.10
ENST00000546814.1	5	1342	2530	894	894	10	894	15642	40230	1	ENSG00000050426.17
ENST00000546822.1	8	1820	3857	794	794	16	794	22491	57168	0	ENSG00000135457.12
ENST00000546893.5	20	12437	13689	2332	2332	40	2332	115689	419760	0	ENSG00000111371.17
ENST00000546902.5	13	8121	7779	1877	1866	26	1866	72063	218322	1	ENSG00000075089.11
ENST00000546942.1	8	3094	4385	946	946	16	946	31719	68112	0	ENSG00000111786.11
ENST00000546957.2	18	14431	11916	3618	3126	36	3126	122334	506412	0	ENSG00000135392.20
ENST00000546966.5	7	2053	2746	754	754	14	754	20556	47502	0	ENSG00000175183.11
ENST00000546997.1	8	4135	4537	1999	1445	16	1445	38421	104040	0	ENSG00000185024.19
ENST00000547072.5	4	1861	1802	1054	1054	8	1054	16572	37944	0	ENSG00000135437.11
ENST00000547121.5	3	1833	1710	1196	1196	6	1196	16128	32292	0	ENSG00000166704.14
ENST00000547169.5	5	1821	2954	1340	1127	10	1127	19788	50715	0	ENSG00000175215.11
ENST00000547178.5	9	4176	5800	1998	1855	18	1855	42456	150255	0	ENSG00000083454.24
ENST00000547198.5	15	9579	12078	2486	2267	30	2267	93708	306045	0	ENSG00000110911.18
ENST00000547303.5	6	1230	3204	872	872	12	872	16992	47088	1	ENSG00000175197.13
ENST00000547306.5	9	3220	5637	1531	1408	18	1408	36231	114048	0	ENSG00000181929.13
ENST00000547312.5	14	9237	8191	2393	2350	28	2393	79995	296100	0	ENSG00000087470.22
ENST00000547318.5	8	4325	4603	2001	1521	16	1521	39759	109512	1	ENSG00000050426.17
ENST00000547382.5	12	8530	8426	2235	2203	24	2203	76458	237924	0	ENSG00000139636.17
ENST00000547411.2	9	4898	5416	1521	1294	18	1294	45636	104814	0	ENSG00000064763.13
ENST00000547491.1	5	2346	1980	1010	1010	10	1010	20016	45450	0	ENSG00000111271.16
ENST00000547528.5	20	10324	12555	1935	1441	40	1441	99609	259380	1	ENSG00000075856.13
