"isoform_id"	"n_orfs"	"n_nmd_competent"	"max_orf_length"	"max_downstream_ejc"	"n_strong_kozak"	"n_strong_kozak_nmd_comp"	"best_kozak_nmd_comp"	"longest_nmd_comp_orf"	"tx_length"	"n_junctions"	"is_nmd"	"chr"
"ENST00000333990.10"	75	19	2991	15	14	2	2	315	4376	15	1	"chr2"
"ENST00000334018.11"	26	6	1332	13	6	3	2	165	2128	14	0	"chr22"
"ENST00000334025.3"	49	9	774	5	4	1	2	381	4451	5	0	"chr5"
"ENST00000334047.12"	16	3	888	2	3	0	1	126	2298	5	0	"chr1"
"ENST00000334062.8"	37	7	2505	13	7	1	2	147	4203	23	0	"chr13"
"ENST00000334121.11"	74	7	1875	10	5	0	1	270	6699	11	0	"chr5"
"ENST00000334133.9"	36	14	1737	8	5	0	1	207	2986	9	0	"chr3"
"ENST00000334141.7"	10	2	453	1	3	1	2	99	993	2	0	"chr15"
"ENST00000334166.9"	59	3	516	3	10	1	2	165	4011	4	0	"chr2"
"ENST00000334205.9"	24	7	2319	15	2	1	2	144	3128	16	0	"chr11"
"ENST00000334220.9"	32	7	1362	8	3	1	2	219	2813	14	0	"chr14"
"ENST00000334241.9"	110	4	1887	2	11	0	1	84	8504	3	0	"chr19"
"ENST00000334256.9"	94	8	1566	14	13	0	1	132	8952	16	0	"chr3"
"ENST00000334270.3"	39	13	2718	9	5	0	1	348	3143	10	0	"chr9"
"ENST00000334274.9"	28	5	1530	8	8	0	1	213	2649	9	0	"chr11"
"ENST00000334287.3"	11	2	387	3	2	0	1	57	924	3	0	"chr15"
"ENST00000334306.4"	33	0	2382	0	8	0	0	0	3993	0	0	"chr4"
"ENST00000334342.5"	34	10	2013	4	5	1	2	96	2380	4	0	"chr14"
"ENST00000334348.8"	25	3	831	3	2	0	1	117	2250	5	0	"chr7"
"ENST00000334351.8"	24	0	420	0	7	0	0	0	2400	2	0	"chr1"
"ENST00000334414.11"	155	59	6648	32	17	4	2	324	12301	33	0	"chr12"
"ENST00000334461.7"	17	5	228	1	2	0	1	228	1535	2	0	"chr17"
"ENST00000334475.11"	20	3	453	1	2	1	2	72	1580	2	0	"chr6"
"ENST00000334493.11"	9	5	1131	5	2	1	2	132	2038	5	0	"chr7"
"ENST00000334513.6"	12	2	987	1	7	2	2	66	1473	7	0	"chr1"
"ENST00000334527.12"	18	3	1038	7	3	0	1	39	2352	8	0	"chr17"
"ENST00000334528.13"	156	32	3591	16	21	3	2	192	12355	16	0	"chr15"
"ENST00000334530.9"	17	10	522	1	2	2	2	522	1476	6	0	"chr8"
"ENST00000334538.13"	31	13	1143	8	7	4	2	1143	3077	9	1	"chr21"
"ENST00000334554.12"	46	14	2298	8	9	3	2	573	5049	10	0	"chr22"
"ENST00000334571.7"	36	17	1407	11	5	0	1	225	2109	11	0	"chr14"
"ENST00000334679.4"	43	2	567	1	9	1	2	60	3050	1	0	"chr22"
"ENST00000334681.9"	10	1	348	2	0	0	0	63	830	2	0	"chr3"
"ENST00000334696.11"	51	11	1287	14	10	3	2	111	5261	15	0	"chr14"
"ENST00000334705.12"	80	19	2517	21	15	3	2	189	5529	23	0	"chr8"
"ENST00000334746.10"	112	26	3399	10	20	5	2	210	8445	10	0	"chr14"
"ENST00000334816.12"	2	0	381	0	0	0	0	0	685	5	0	"chr2"
"ENST00000334828.6"	21	7	765	2	4	0	1	114	1802	3	0	"chr10"
"ENST00000334944.9"	51	11	1917	13	13	3	2	93	3094	13	0	"chr11"
"ENST00000334994.6"	17	1	1869	1	4	0	1	54	2163	1	0	"chr5"
"ENST00000335005.10"	19	3	663	3	5	0	1	87	1889	4	0	"chr2"
"ENST00000335025.12"	49	17	1563	16	11	5	2	1563	4929	20	0	"chr22"
"ENST00000335046.7"	10	2	486	2	0	0	1	123	737	5	0	"chr20"
"ENST00000335099.8"	5	1	1263	2	0	0	1	42	2224	2	0	"chr11"
"ENST00000335154.10"	133	22	3084	19	20	1	2	249	12625	25	0	"chr12"
"ENST00000335183.11"	7	5	639	5	2	1	2	66	841	7	0	"chr14"
"ENST00000335290.10"	23	10	1635	5	3	3	2	369	2123	6	0	"chr14"
"ENST00000335312.8"	40	7	2007	14	11	3	2	156	5069	17	0	"chr19"
"ENST00000335327.6"	56	10	1509	8	7	2	2	204	4857	9	0	"chr13"
"ENST00000335350.10"	67	17	2838	11	10	0	1	444	6841	16	0	"chr10"
"ENST00000335367.7"	16	7	1731	5	1	0	1	237	2675	8	0	"chr7"
"ENST00000335420.10"	76	16	1329	6	5	2	2	189	6398	9	0	"chr7"
"ENST00000335464.10"	51	6	1491	3	10	0	1	264	4703	9	0	"chr17"
"ENST00000335494.5"	20	1	1197	1	2	0	1	39	3397	1	0	"chr10"
"ENST00000335504.10"	43	21	2226	10	12	2	2	441	2513	12	0	"chrX"
"ENST00000335624.5"	16	8	2604	8	5	3	2	321	3689	9	0	"chr19"
"ENST00000335647.9"	34	13	1476	9	9	2	2	261	1684	9	0	"chr6"
"ENST00000335661.6"	10	2	492	2	4	0	1	48	809	2	0	"chr15"
"ENST00000335681.10"	46	12	2475	17	5	2	2	261	4020	20	0	"chr2"
"ENST00000335698.4"	16	6	894	6	4	1	2	126	1078	8	0	"chr10"
"ENST00000335715.9"	21	4	888	5	4	0	1	168	1031	7	0	"chr16"
"ENST00000335725.9"	57	21	1827	15	10	5	2	279	3722	16	0	"chr14"
"ENST00000335753.8"	83	23	3615	15	7	1	2	270	7673	17	0	"chr10"
"ENST00000335756.9"	12	1	423	1	2	1	2	423	1389	4	0	"chr2"
"ENST00000335760.9"	19	13	756	5	1	1	2	756	1359	6	1	"chr22"
"ENST00000335766.2"	10	0	528	0	1	0	0	0	1086	2	0	"chr19"
"ENST00000335783.4"	20	2	807	6	4	0	1	45	1741	8	0	"chr6"
"ENST00000335791.10"	19	3	909	5	3	1	2	225	1706	5	0	"chr9"
"ENST00000335793.4"	45	0	1071	0	9	0	0	0	3098	1	0	"chr17"
"ENST00000335866.7"	54	10	1611	15	9	3	2	378	5032	16	0	"chr7"
"ENST00000335870.7"	23	5	1488	3	10	3	2	198	2807	4	0	"chr7"
"ENST00000335890.3"	7	2	510	2	2	0	1	144	773	5	0	"chrX"
"ENST00000335953.9"	100	12	2022	6	20	1	2	294	8494	6	0	"chr11"
"ENST00000335968.8"	48	17	2409	16	9	5	2	195	3481	18	0	"chr15"
"ENST00000335979.6"	11	5	561	8	4	1	2	108	1630	8	0	"chr3"
"ENST00000335987.8"	31	0	804	0	5	0	0	0	2988	3	0	"chr11"
"ENST00000335997.11"	41	9	1992	6	10	1	2	207	4145	8	0	"chrX"
"ENST00000336066.8"	19	10	477	5	3	0	1	477	1843	6	1	"chr20"
"ENST00000336079.8"	61	19	1983	15	18	3	2	342	4408	16	0	"chrY"
"ENST00000336083.8"	37	7	627	4	10	1	2	132	3326	7	0	"chr11"
"ENST00000336095.10"	80	1	447	5	7	0	1	90	7453	5	0	"chr20"
"ENST00000336098.8"	37	18	1362	7	5	3	2	177	2072	8	0	"chr4"
"ENST00000336156.10"	79	4	1215	7	13	1	2	243	6338	9	0	"chr22"
"ENST00000336180.7"	34	13	1944	12	8	3	2	144	3355	15	0	"chr7"
"ENST00000336219.4"	21	0	726	0	4	0	0	0	2448	1	0	"chr14"
"ENST00000336233.10"	38	8	1200	5	3	2	2	312	2496	9	0	"chr10"
"ENST00000336307.6"	17	7	1254	2	5	2	2	342	1878	3	0	"chr3"
"ENST00000336334.8"	19	8	882	3	2	0	1	183	1513	5	0	"chr19"
"ENST00000336356.4"	55	1	693	1	11	0	0	57	4901	2	0	"chr4"
"ENST00000336374.4"	33	16	1512	9	6	1	2	195	2079	12	0	"chr7"
"ENST00000336395.6"	19	7	1881	9	4	0	1	288	2530	9	0	"chr9"
"ENST00000336418.9"	43	2	582	3	7	0	1	126	5543	5	0	"chr15"
"ENST00000336429.6"	32	10	1143	6	5	1	2	108	1976	7	0	"chr18"
"ENST00000336430.11"	28	5	1320	8	3	0	1	57	1675	14	0	"chrX"
"ENST00000336431.10"	31	10	1989	12	9	2	2	135	2638	14	0	"chr20"
"ENST00000336454.5"	56	19	1785	15	11	3	2	357	4231	15	0	"chr1"
"ENST00000336470.8"	31	11	1749	12	7	2	2	222	2357	15	0	"chrX"
"ENST00000336483.10"	80	12	1365	9	7	1	2	198	5460	9	0	"chr5"
"ENST00000336505.11"	125	13	1821	14	16	2	2	207	12111	17	0	"chr9"
"ENST00000336557.9"	16	6	660	7	3	2	2	120	2409	7	0	"chr14"
"ENST00000336615.9"	22	7	1515	7	2	1	2	390	2416	9	0	"chr11"
"ENST00000336689.8"	43	14	2712	22	11	2	2	420	4051	24	0	"chr1"
"ENST00000336702.7"	49	7	2124	13	14	0	1	156	4771	13	0	"chr11"
"ENST00000336714.8"	56	21	2304	19	7	2	2	162	3464	19	0	"chr20"
"ENST00000336733.10"	13	5	561	8	2	2	2	171	1023	8	0	"chr3"
"ENST00000336735.9"	112	26	2385	17	13	2	2	192	7919	20	0	"chr14"
"ENST00000336798.11"	55	14	1155	2	7	3	2	219	6392	2	0	"chr1"
"ENST00000336812.5"	46	13	2388	12	6	0	1	165	2998	13	0	"chr4"
"ENST00000336824.8"	97	29	3615	23	13	7	2	141	7904	25	0	"chr3"
"ENST00000336854.9"	15	0	657	0	2	0	0	0	1433	3	0	"chr12"
"ENST00000336868.8"	18	4	1308	2	6	1	2	396	3045	7	0	"chr17"
"ENST00000336873.9"	40	21	2127	12	9	5	2	183	3786	13	0	"chr22"
"ENST00000336916.8"	110	75	7068	43	16	12	2	288	8435	45	0	"chr2"
"ENST00000336926.11"	85	13	3114	27	19	1	2	252	8009	30	0	"chr7"
"ENST00000336934.10"	90	32	3342	11	12	3	2	396	5915	13	0	"chr13"
"ENST00000336949.7"	36	21	552	1	11	6	2	444	4814	1	0	"chrX"
"ENST00000336963.8"	14	3	918	7	2	1	2	150	1487	10	0	"chr22"
"ENST00000336984.6"	29	7	852	4	8	4	2	573	2021	6	0	"chr6"
"ENST00000336985.11"	11	4	1167	7	1	0	1	165	1872	7	0	"chr22"
"ENST00000336990.8"	19	9	519	5	2	1	2	519	1715	6	1	"chr18"
"ENST00000337014.10"	21	4	1758	10	1	0	1	429	2285	11	0	"chr17"
"ENST00000337057.8"	49	35	3018	18	8	7	2	3018	4380	19	0	"chr6"
"ENST00000337120.9"	53	31	2016	8	10	6	2	336	6043	8	0	"chr16"
"ENST00000337132.10"	18	5	792	4	5	3	2	219	2018	7	0	"chr1"
"ENST00000337138.9"	61	18	2481	13	6	1	2	141	3946	14	0	"chr14"
"ENST00000337147.11"	40	10	1761	10	4	0	1	120	3068	12	0	"chr6"
"ENST00000337190.7"	19	0	630	0	7	0	0	0	3871	5	0	"chr4"
"ENST00000337195.11"	66	6	1338	9	11	1	2	453	6989	10	0	"chr10"
"ENST00000337198.10"	61	23	1347	11	8	1	2	99	4196	11	0	"chr8"
"ENST00000337211.8"	20	4	828	4	5	0	1	78	1950	6	0	"chr10"
"ENST00000337231.5"	27	3	1398	4	3	0	1	102	3536	4	0	"chr17"
"ENST00000337233.9"	18	6	1167	7	5	0	1	90	1760	11	0	"chr12"
"ENST00000337248.9"	24	5	1005	6	4	0	1	231	2726	8	0	"chr1"
"ENST00000337273.10"	119	55	2697	23	8	3	2	2697	8489	24	0	"chr5"
"ENST00000337288.10"	43	9	1113	7	7	1	2	87	3377	7	0	"chr2"
"ENST00000337304.2"	20	3	1056	1	4	1	2	192	2019	1	1	"chr22"
"ENST00000337318.8"	58	7	1269	3	15	3	2	525	5759	4	0	"chr10"
"ENST00000337339.7"	33	10	1251	7	4	0	1	105	3480	8	0	"chrX"
"ENST00000337344.9"	21	2	1200	10	1	1	2	138	1897	13	0	"chr13"
"ENST00000337351.8"	22	9	978	6	4	0	1	243	2097	8	0	"chr16"
"ENST00000337573.10"	24	5	642	6	3	1	2	234	2383	6	0	"chr8"
"ENST00000337604.6"	7	4	822	3	0	0	1	288	859	7	0	"chr1"
"ENST00000337620.8"	24	6	552	5	5	2	2	120	2128	5	0	"chr7"
"ENST00000337630.10"	32	3	981	5	10	0	1	252	2390	5	0	"chr12"
"ENST00000337665.8"	37	36	2784	25	7	7	2	2784	3171	28	0	"chr19"
"ENST00000337672.9"	11	1	585	1	3	0	0	132	1529	3	1	"chr11"
"ENST00000337702.5"	69	5	789	3	13	0	1	102	5497	4	0	"chr5"
"ENST00000337706.7"	44	2	468	1	12	0	1	87	3748	3	0	"chr5"
"ENST00000337737.8"	23	11	1044	5	4	2	2	222	2028	6	0	"chr12"
"ENST00000337738.6"	28	11	1077	10	8	1	2	153	2746	10	0	"chr9"
"ENST00000337752.6"	58	3	381	2	13	1	2	156	4767	3	0	"chr5"
"ENST00000337755.9"	18	8	1692	13	2	1	2	291	3027	13	0	"chr5"
"ENST00000337827.8"	52	14	1677	15	6	1	2	276	5708	15	0	"chr14"
"ENST00000337841.4"	12	0	432	0	4	0	0	0	946	5	0	"chr9"
"ENST00000337851.9"	97	4	873	6	10	0	1	96	9383	8	0	"chr5"
"ENST00000337872.9"	39	16	2298	7	3	0	1	330	2886	7	0	"chr4"
"ENST00000337881.12"	6	0	222	0	1	0	0	0	998	2	0	"chr4"
"ENST00000337910.10"	57	12	2091	10	9	1	2	132	4411	10	0	"chr10"
"ENST00000337929.8"	54	7	1617	8	5	1	2	162	4837	8	0	"chr16"
"ENST00000337975.6"	47	35	1770	1	12	8	2	1770	3650	2	1	"chr15"
"ENST00000337979.9"	71	17	870	8	5	1	2	870	6154	10	0	"chr11"
"ENST00000338008.9"	108	54	4620	15	12	3	2	246	6773	17	0	"chr5"
"ENST00000338010.9"	11	1	1161	3	5	1	2	87	2331	7	0	"chr12"
"ENST00000338045.7"	22	11	1164	9	5	1	2	180	1876	9	0	"chr2"
"ENST00000338110.11"	21	16	1095	9	5	2	2	468	2323	13	1	"chr16"
"ENST00000338121.10"	58	14	2136	4	5	1	2	240	4834	5	0	"chr20"
"ENST00000338128.13"	24	4	1677	3	5	1	2	195	2252	10	0	"chr19"
"ENST00000338130.7"	16	9	696	8	6	3	2	231	1508	9	1	"chr6"
"ENST00000338154.11"	59	23	3075	21	10	4	2	474	6357	21	0	"chrX"
"ENST00000338167.10"	73	31	2256	16	8	0	1	360	3697	16	0	"chr11"
"ENST00000338244.6"	85	17	1953	14	17	4	2	216	6953	16	0	"chr20"
"ENST00000338302.7"	53	29	3114	17	15	10	2	855	4970	23	0	"chr1"
"ENST00000338306.8"	37	7	2259	8	7	0	1	195	4478	11	0	"chr22"
"ENST00000338312.10"	25	10	1335	7	8	3	2	171	1466	7	0	"chr8"
"ENST00000338380.2"	6	0	399	0	1	0	0	0	596	3	0	"chr20"
"ENST00000338382.11"	96	42	5406	41	13	5	2	183	5794	43	0	"chr9"
"ENST00000338415.8"	24	8	1086	4	5	0	1	123	1683	6	0	"chr2"
"ENST00000338435.9"	57	15	1797	11	8	0	1	111	4488	14	0	"chr2"
"ENST00000338446.8"	25	7	642	5	4	1	2	483	1622	5	0	"chr3"
"ENST00000338448.10"	19	1	1164	8	2	0	1	57	2891	8	0	"chr19"
"ENST00000338458.8"	46	9	1677	8	6	0	1	144	3639	12	0	"chr3"
"ENST00000338483.7"	16	0	495	0	3	0	0	0	2374	2	1	"chr22"
"ENST00000338492.9"	21	5	1719	12	3	0	1	267	2664	13	0	"chr10"
"ENST00000338513.1"	13	0	822	0	0	0	0	0	1355	1	0	"chr1"
"ENST00000338546.9"	13	8	975	7	1	1	2	144	1580	9	0	"chr10"
"ENST00000338560.12"	36	18	2295	13	9	6	2	228	2779	14	0	"chr17"
"ENST00000338591.8"	28	10	1929	8	2	1	2	102	2567	11	0	"chr1"
"ENST00000338635.10"	29	11	1011	5	5	0	1	99	1579	7	0	"chr5"
"ENST00000338637.13"	140	2	1986	3	15	1	2	54	11230	4	0	"chrX"
"ENST00000338641.10"	68	10	1788	15	18	2	2	138	5950	15	0	"chr22"
"ENST00000338663.12"	21	8	1590	5	1	0	1	183	1885	8	0	"chr11"
"ENST00000338745.11"	94	17	2292	10	16	2	2	261	7822	10	0	"chr3"
"ENST00000338758.12"	66	7	1095	10	7	0	1	141	5394	12	0	"chr22"
"ENST00000338797.10"	56	5	1953	9	18	2	2	189	6929	14	0	"chr19"
"ENST00000338825.5"	6	0	399	0	0	0	0	0	827	2	0	"chr8"
"ENST00000338863.13"	30	9	1113	10	5	1	2	204	2986	12	0	"chr6"
"ENST00000338882.5"	32	2	1101	2	7	0	1	198	3184	4	0	"chr6"
"ENST00000338891.12"	58	20	3423	16	12	0	1	147	4128	17	0	"chr6"
"ENST00000338965.9"	68	7	1365	4	13	1	2	144	6364	4	0	"chr11"
"ENST00000338970.10"	76	5	648	5	16	1	2	99	7072	5	0	"chr3"
"ENST00000339022.6"	24	10	1296	6	4	3	2	138	1471	7	0	"chr10"
"ENST00000339091.8"	18	7	756	4	2	1	2	117	1088	6	0	"chr2"
"ENST00000339123.10"	18	8	1509	6	3	1	2	138	2074	7	1	"chr20"
"ENST00000339249.5"	53	6	1557	3	9	2	2	114	4034	4	0	"chrX"
"ENST00000339255.2"	15	2	1107	10	2	1	2	207	1676	11	0	"chr1"
"ENST00000339275.10"	15	8	768	3	5	4	2	768	1750	4	0	"chr12"
"ENST00000339296.10"	96	3	1320	3	12	0	1	171	8389	4	1	"chr3"
"ENST00000339365.2"	68	34	3285	18	12	8	2	597	4513	23	0	"chr10"
"ENST00000339374.11"	19	5	1371	12	4	2	2	138	1539	13	0	"chr14"
"ENST00000339420.7"	48	5	990	5	12	1	2	213	3902	6	0	"chr3"
"ENST00000339431.9"	27	8	1326	3	3	1	2	150	2116	3	0	"chr7"
"ENST00000339464.9"	29	2	1050	3	5	1	2	333	3948	3	0	"chr22"
"ENST00000339468.8"	37	2	429	3	10	0	1	183	4297	4	0	"chr22"
"ENST00000339480.3"	16	0	801	0	0	0	0	0	1444	1	0	"chr1"
"ENST00000339485.4"	11	0	510	0	3	0	0	0	2240	1	0	"chr19"
"ENST00000339488.9"	295	14	2532	3	37	1	2	390	25280	4	0	"chr6"
"ENST00000339511.9"	16	8	975	5	2	1	2	318	1815	5	0	"chr3"
"ENST00000339561.12"	61	1	756	4	8	0	1	48	5706	5	0	"chr6"
"ENST00000339562.9"	37	4	1797	6	9	2	2	93	3472	7	0	"chr2"
"ENST00000339566.7"	55	8	1275	6	6	0	1	198	6277	9	0	"chr2"
"ENST00000339570.9"	44	2	1521	10	7	1	2	306	3329	11	0	"chr12"
"ENST00000339647.6"	25	0	2058	0	9	0	0	0	2193	1	0	"chr12"
"ENST00000339656.8"	89	1	1728	2	19	0	1	54	6885	2	0	"chr19"
"ENST00000339686.8"	17	14	1431	14	6	6	2	453	1924	15	0	"chr19"
"ENST00000339732.10"	62	13	1920	9	8	1	2	240	5057	9	0	"chr3"
"ENST00000339746.9"	66	18	2184	14	8	4	2	447	5368	15	0	"chr6"
"ENST00000339754.11"	30	5	828	3	8	1	2	123	2634	7	0	"chr12"
"ENST00000339758.7"	9	0	324	0	0	0	0	0	1064	2	0	"chr10"
"ENST00000339773.9"	31	13	1848	6	5	2	2	177	2177	9	0	"chr2"
"ENST00000339775.10"	14	6	891	4	3	1	2	165	1485	5	0	"chr21"
"ENST00000339788.10"	33	20	1659	11	3	3	2	1659	3690	13	0	"chr5"
"ENST00000339796.9"	17	6	954	4	2	0	1	294	1530	7	0	"chr6"
"ENST00000339818.9"	20	1	771	2	4	0	1	36	2221	6	0	"chr21"
"ENST00000339834.10"	23	0	321	0	5	0	0	0	2386	4	0	"chr10"
"ENST00000339852.5"	23	2	828	5	5	0	1	192	1975	5	0	"chr19"
"ENST00000339865.9"	121	53	3864	26	17	7	2	309	7775	26	0	"chr11"
"ENST00000339882.9"	30	10	927	7	5	0	1	144	2619	7	0	"chr2"
"ENST00000339995.11"	52	19	2106	21	9	3	2	255	3794	21	0	"chr11"
"ENST00000340026.10"	41	19	1725	9	5	2	2	273	2785	9	0	"chr6"
"ENST00000340074.9"	18	10	735	8	4	0	1	246	1448	8	0	"chr12"
"ENST00000340077.9"	56	34	3096	20	10	4	2	243	3518	20	0	"chr10"
"ENST00000340093.8"	19	6	1008	3	2	1	2	90	1368	6	0	"chr19"
"ENST00000340096.11"	39	11	3039	20	7	0	1	174	3612	22	0	"chrX"
"ENST00000340099.10"	33	8	981	7	4	1	2	177	2806	8	0	"chr16"
"ENST00000340107.9"	41	10	2427	15	10	1	2	171	4307	17	0	"chr4"
"ENST00000340124.9"	40	7	1572	11	8	1	2	174	3992	11	0	"chr16"
"ENST00000340139.10"	21	7	1389	5	7	1	2	171	1718	7	0	"chr4"
"ENST00000340180.5"	20	3	450	1	4	0	1	63	1438	4	0	"chr19"
"ENST00000340296.8"	45	19	1839	10	9	3	2	162	2589	15	0	"chr2"
"ENST00000340308.7"	38	12	1332	10	7	2	2	282	2955	11	0	"chr7"
"ENST00000340333.8"	21	2	564	5	4	0	1	75	1609	5	0	"chr3"
"ENST00000340356.9"	8	1	1155	1	1	1	2	69	1862	1	0	"chr20"
"ENST00000340417.8"	55	10	2250	12	9	1	2	240	6121	12	0	"chr4"
"ENST00000340491.8"	13	4	1362	3	1	0	1	159	2392	6	0	"chr20"
"ENST00000340552.4"	43	19	2061	14	8	3	2	228	2789	14	0	"chr22"
"ENST00000340553.8"	58	8	1296	5	9	2	2	228	5437	6	0	"chr2"
"ENST00000340561.8"	34	8	840	9	6	1	2	135	2188	10	0	"chr2"
"ENST00000340646.9"	16	13	609	4	4	3	2	138	1056	4	0	"chr7"
"ENST00000340660.10"	17	4	921	7	3	0	1	57	1205	9	0	"chr14"
"ENST00000340717.4"	2	0	570	0	1	0	0	0	1765	1	0	"chr9"
"ENST00000340729.9"	28	16	1947	14	2	1	2	246	2071	14	0	"chr11"
"ENST00000340758.7"	11	3	534	3	0	0	1	72	931	5	0	"chr1"
"ENST00000340825.7"	56	10	2439	19	8	0	1	126	4211	19	0	"chr17"
"ENST00000340828.7"	27	4	888	5	6	1	2	78	2444	6	0	"chr5"
"ENST00000340830.9"	16	5	1308	5	6	1	2	165	1749	8	0	"chr17"
"ENST00000340833.4"	28	10	1620	13	6	1	2	258	1978	14	0	"chr20"
"ENST00000340850.10"	37	16	3021	20	5	1	2	252	3699	20	0	"chr1"
"ENST00000340855.11"	90	14	1653	8	9	1	2	198	7580	8	0	"chrX"
"ENST00000340866.10"	22	6	990	6	4	1	2	174	1908	8	0	"chr1"
"ENST00000340888.8"	16	13	1032	7	4	4	2	1032	1473	11	0	"chrX"
"ENST00000340918.11"	33	15	1932	16	3	1	2	306	2632	16	0	"chr14"
"ENST00000340932.7"	20	5	1347	4	4	1	2	150	2492	5	0	"chr19"
"ENST00000340934.10"	47	13	1236	12	5	4	2	195	4104	12	0	"chr1"
"ENST00000340941.11"	38	15	1692	12	7	2	2	270	3624	16	0	"chr5"
"ENST00000340954.11"	34	10	1491	9	4	3	2	141	3334	13	0	"chr20"
"ENST00000340957.9"	33	3	846	3	8	2	2	96	2421	5	0	"chr3"
"ENST00000341084.7"	60	13	2517	9	11	2	2	171	4186	9	0	"chr8"
"ENST00000341116.7"	13	4	894	2	4	2	2	345	1504	3	0	"chr22"
"ENST00000341170.5"	56	11	1551	7	5	0	1	345	4116	9	0	"chr9"
"ENST00000341181.11"	28	9	762	3	6	2	2	168	2010	4	0	"chr3"
"ENST00000341183.9"	24	6	990	10	3	1	2	357	2612	11	1	"chr1"
"ENST00000341189.8"	43	2	1140	4	3	1	2	90	3730	4	0	"chrX"
"ENST00000341199.10"	22	4	1374	5	5	0	1	111	2056	8	0	"chr5"
"ENST00000341222.10"	20	6	666	4	2	0	1	138	1283	5	0	"chr2"
"ENST00000341259.7"	39	7	1728	7	5	2	2	147	5431	7	0	"chr12"
"ENST00000341318.9"	18	7	1641	6	3	1	2	153	2080	12	0	"chr11"
"ENST00000341322.4"	23	1	363	4	4	1	2	36	2495	4	0	"chr21"
"ENST00000341376.11"	78	3	1044	3	11	0	1	54	6209	9	0	"chr6"
"ENST00000341396.2"	3	0	174	0	0	0	0	0	886	1	0	"chr2"
"ENST00000341484.11"	29	19	1737	21	2	1	2	132	2100	23	0	"chr16"
"ENST00000341491.9"	21	0	546	0	4	0	0	0	1940	3	1	"chr1"
"ENST00000341500.9"	115	28	4113	19	26	3	2	315	8954	20	0	"chr19"
"ENST00000341514.11"	108	28	4503	21	22	3	2	159	8492	22	0	"chrX"
"ENST00000341567.8"	42	5	945	6	6	1	2	81	4229	6	0	"chr7"
"ENST00000341590.8"	63	20	2043	13	6	2	2	216	3286	14	0	"chr14"
"ENST00000341671.12"	43	18	2925	11	7	1	2	144	3162	11	1	"chr17"
"ENST00000341681.9"	63	26	2622	32	8	5	2	171	4271	32	0	"chr2"
"ENST00000341700.7"	25	5	1068	5	5	0	1	165	2497	6	0	"chr9"
"ENST00000341712.8"	44	36	3078	21	6	5	2	3078	3846	23	0	"chr17"
"ENST00000341744.8"	41	3	864	3	7	0	0	102	4954	3	0	"chr20"
"ENST00000341750.5"	13	3	864	1	2	0	1	120	1172	2	0	"chr19"
"ENST00000341757.9"	32	29	1743	14	7	7	2	1743	2569	14	1	"chr7"
"ENST00000341772.5"	48	29	2214	11	8	8	2	357	3257	12	0	"chr2"
"ENST00000341846.10"	43	15	1767	8	9	1	2	558	2977	8	0	"chr11"
"ENST00000341864.6"	32	5	756	5	6	0	1	75	2657	6	0	"chrX"
"ENST00000341865.9"	45	12	3567	3	8	2	2	756	6385	4	0	"chr6"
"ENST00000341901.5"	31	3	1275	3	4	1	2	153	4986	3	0	"chr16"
"ENST00000341949.9"	20	9	1632	10	4	1	2	249	1748	11	0	"chr3"
"ENST00000341958.4"	14	8	1164	4	2	1	2	330	1370	7	0	"chr11"
"ENST00000341991.7"	43	7	1341	9	8	1	2	252	3098	11	1	"chr1"
"ENST00000342058.9"	37	17	1347	10	5	3	2	315	2625	10	0	"chr14"
"ENST00000342081.7"	60	10	1110	7	7	0	1	108	4331	10	0	"chr4"
"ENST00000342085.9"	63	12	1671	12	7	1	2	186	7184	13	0	"chr16"
"ENST00000342112.9"	20	7	2133	11	3	1	2	411	3046	11	1	"chr9"
"ENST00000342115.8"	56	21	2397	15	2	0	1	450	3728	17	0	"chr1"
"ENST00000342179.9"	81	12	2151	17	13	3	2	138	6015	18	0	"chr19"
"ENST00000342245.9"	27	12	1896	4	4	0	1	192	2410	5	0	"chr11"
"ENST00000342287.9"	31	14	1056	4	7	3	2	1056	2755	7	0	"chr9"
"ENST00000342315.8"	35	19	2160	10	8	2	2	162	3613	10	0	"chr12"
"ENST00000342348.9"	27	7	1245	9	5	1	2	81	1722	9	0	"chr1"
"ENST00000342386.10"	47	14	2523	10	7	0	1	81	2968	10	0	"chr10"
"ENST00000342392.3"	10	1	561	4	2	1	2	141	1336	5	1	"chr12"
"ENST00000342427.6"	39	16	2544	14	6	2	2	303	3661	14	0	"chr20"
"ENST00000342449.8"	231	56	6810	40	32	9	2	210	17728	40	0	"chr21"
"ENST00000342474.4"	9	6	147	2	3	2	2	147	1157	2	0	"chr22"
"ENST00000342494.8"	60	26	3207	27	9	2	2	258	5730	27	0	"chr12"
"ENST00000342505.5"	72	28	3465	21	13	6	2	177	5092	24	0	"chr1"
"ENST00000342526.8"	30	7	1338	12	2	0	1	84	2476	12	0	"chr7"
"ENST00000342556.6"	19	6	1386	4	7	2	2	378	2318	5	0	"chr12"
"ENST00000342558.3"	40	12	1491	11	4	0	1	186	2418	11	0	"chr10"
"ENST00000342616.4"	12	1	699	4	6	0	0	114	983	5	0	"chr10"
"ENST00000342624.10"	45	12	2283	17	5	1	2	114	3911	18	0	"chr13"
